Application_ID,Age,Gender,Education,Employment_Type,Income_Group,Credit_Group,Existing_Loan,Loan_Amount_Group,Loan_Status
LN0365,36,Male,Graduate,Salaried,Low,Excellent,Yes,Large,Rejected
LN0366,33,Male,Graduate,Salaried,High,Good,No,Large,Rejected
LN0367,50,Male,Not Graduate,Other,High,Good,Yes,Small,Approved
LN0368,39,Male,Graduate,Salaried,Medium,Fair,No,Large,Approved
LN0369,37,Male,Graduate,Self-Employed,Low,Poor,Yes,Medium,Rejected
LN0370,39,Male,Not Graduate,Business,Low,Fair,No,Small,Rejected
LN0371,48,Female,Graduate,Other,High,Fair,Yes,Large,Rejected
LN0372,46,Male,Graduate,Business,Medium,Poor,No,Medium,Approved
LN0373,57,Male,Graduate,Business,Low,Good,No,Medium,Approved
LN0374,46,Male,Not Graduate,Business,Medium,Fair,Yes,Medium,Approved
LN0375,43,Male,Graduate,Salaried,Low,Good,No,Small,Rejected
LN0376,29,Female,Graduate,Business,Medium,Good,No,Large,Approved
LN0377,32,Male,Graduate,Salaried,High,Poor,No,Small,Approved
LN0378,21,Male,Not Graduate,Other,Medium,Excellent,Yes,Small,Approved
LN0379,21,Female,Graduate,Salaried,Medium,Fair,No,Medium,Approved
LN0380,54,Female,Not Graduate,Self-Employed,Medium,Fair,Yes,Medium,Rejected
LN0381,52,Male,Not Graduate,Salaried,Medium,Good,Yes,Medium,Rejected
LN0382,45,Female,Graduate,Business,Medium,Good,No,Small,Approved
LN0383,60,Female,Not Graduate,Salaried,Low,Poor,Yes,Small,Rejected
LN0384,21,Male,Graduate,Business,Medium,Fair,Yes,Small,Approved
LN0385,36,Female,Not Graduate,Business,Low,Good,Yes,Large,Approved
LN0386,59,Female,Graduate,Salaried,High,Fair,Yes,Small,Approved
LN0387,25,Male,Not Graduate,Business,Medium,Good,Yes,Medium,Rejected
LN0388,42,Male,Graduate,Business,High,Excellent,No,Medium,Approved
LN0389,49,Male,Graduate,Self-Employed,Low,Excellent,Yes,Large,Approved
LN0390,23,Female,Graduate,Salaried,Medium,Poor,No,Large,Rejected
LN0391,32,Female,Graduate,Salaried,Medium,Fair,Yes,Small,Rejected
LN0392,46,Female,Graduate,Salaried,Medium,Fair,No,Small,Rejected
LN0393,36,Male,Graduate,Salaried,Low,Fair,Yes,Medium,Rejected
LN0394,57,Female,Graduate,Other,Medium,Fair,No,Small,Rejected
LN0395,42,Male,Graduate,Salaried,Medium,Fair,No,Medium,Rejected
LN0396,49,Male,Not Graduate,Business,Low,Excellent,Yes,Medium,Approved
LN0397,34,Male,Graduate,Salaried,Low,Excellent,No,Large,Rejected
LN0398,48,Female,Graduate,Self-Employed,Medium,Poor,No,Small,Approved
LN0399,25,Male,Graduate,Business,Medium,Fair,Yes,Large,Rejected
LN0400,50,Female,Graduate,Business,Low,Fair,No,Small,Rejected
LN0401,25,Male,Not Graduate,Salaried,Low,Fair,No,Medium,Rejected
LN0402,32,Male,Graduate,Salaried,Low,Good,No,Medium,Rejected
LN0403,36,Male,Not Graduate,Salaried,Medium,Good,Yes,Medium,Approved
LN0404,46,Male,Not Graduate,Salaried,Medium,Excellent,No,Medium,Rejected
LN0405,46,Female,Not Graduate,Salaried,High,Good,No,Large,Rejected
LN0406,41,Male,Not Graduate,Salaried,High,Good,No,Large,Rejected
LN0407,59,Female,Not Graduate,Salaried,Medium,Good,No,Large,Rejected
LN0408,56,Male,Not Graduate,Business,Low,Fair,Yes,Small,Rejected
LN0409,53,Female,Graduate,Salaried,Low,Good,No,Large,Rejected
LN0410,50,Male,Graduate,Self-Employed,Low,Good,Yes,Medium,Approved
LN0411,57,Female,Graduate,Salaried,High,Poor,Yes,Small,Approved
LN0412,43,Female,Graduate,Business,Medium,Fair,No,Small,Rejected
LN0413,30,Male,Graduate,Business,Low,Fair,No,Small,Rejected
LN0414,25,Male,Graduate,Self-Employed,Medium,Excellent,Yes,Small,Rejected
LN0415,56,Female,Graduate,Business,Medium,Fair,No,Medium,Rejected
LN0416,54,Female,Graduate,Salaried,Medium,Fair,No,Large,Rejected
LN0417,51,Male,Graduate,Self-Employed,Low,Fair,No,Medium,Approved
LN0418,30,Female,Graduate,Salaried,High,Good,No,Medium,Approved
LN0419,39,Female,Graduate,Salaried,Medium,Poor,No,Large,Rejected
LN0420,52,Female,Graduate,Business,Low,Excellent,Yes,Small,Approved
LN0421,21,Female,Graduate,Business,High,Excellent,Yes,Large,Rejected
LN0422,25,Female,Not Graduate,Salaried,Low,Good,No,Medium,Rejected
LN0423,24,Male,Graduate,Self-Employed,High,Good,Yes,Medium,Rejected
LN0424,36,Male,Graduate,Self-Employed,High,Poor,No,Small,Rejected
LN0425,44,Male,Not Graduate,Salaried,Medium,Fair,No,Medium,Approved
LN0426,36,Female,Graduate,Salaried,Medium,Good,No,Small,Approved
LN0427,22,Female,Graduate,Salaried,Low,Poor,Yes,Medium,Rejected
LN0428,48,Male,Not Graduate,Salaried,High,Fair,No,Small,Approved
LN0429,52,Female,Not Graduate,Salaried,Medium,Good,No,Large,Approved
LN0430,47,Female,Graduate,Salaried,Medium,Fair,No,Medium,Approved
LN0431,40,Male,Graduate,Salaried,High,Excellent,Yes,Small,Approved
LN0432,44,Male,Not Graduate,Business,High,Poor,No,Medium,Rejected
LN0433,32,Male,Graduate,Self-Employed,High,Good,No,Small,Approved
LN0434,55,Male,Graduate,Other,Low,Good,No,Medium,Approved
LN0435,53,Male,Not Graduate,Salaried,High,Good,No,Large,Approved
LN0436,53,Male,Graduate,Business,Medium,Fair,Yes,Medium,Rejected
LN0437,57,Male,Graduate,Business,High,Good,Yes,Small,Rejected
LN0438,32,Male,Graduate,Self-Employed,Medium,Excellent,No,Medium,Rejected
LN0439,23,Male,Not Graduate,Salaried,Low,Good,No,Medium,Approved
LN0440,21,Male,Graduate,Business,Medium,Fair,No,Large,Rejected
LN0441,53,Female,Graduate,Salaried,Medium,Good,Yes,Small,Approved
LN0442,60,Male,Graduate,Salaried,Medium,Good,Yes,Medium,Rejected
LN0443,30,Female,Graduate,Self-Employed,Low,Fair,Yes,Medium,Approved
LN0444,49,Female,Graduate,Self-Employed,Medium,Excellent,Yes,Small,Approved
LN0445,33,Male,Not Graduate,Salaried,Low,Fair,No,Small,Rejected
LN0446,32,Male,Graduate,Other,High,Good,No,Medium,Rejected
LN0447,51,Male,Graduate,Business,Medium,Good,Yes,Large,Rejected
LN0448,22,Male,Not Graduate,Self-Employed,Low,Good,Yes,Large,Approved
LN0449,55,Male,Graduate,Other,Low,Excellent,Yes,Medium,Approved
LN0450,43,Male,Not Graduate,Salaried,Low,Excellent,No,Medium,Rejected
LN0451,37,Male,Graduate,Other,Medium,Fair,Yes,Small,Approved
LN0452,46,Male,Not Graduate,Self-Employed,Low,Poor,No,Large,Rejected
LN0453,28,Male,Graduate,Salaried,Low,Poor,No,Large,Rejected
LN0454,49,Female,Not Graduate,Business,High,Good,No,Large,Approved
LN0455,46,Male,Graduate,Self-Employed,High,Excellent,No,Medium,Approved
LN0456,30,Male,Graduate,Business,Medium,Fair,No,Small,Rejected
LN0457,46,Male,Graduate,Other,High,Fair,No,Large,Rejected
LN0458,54,Female,Graduate,Business,Low,Poor,Yes,Medium,Rejected
LN0459,27,Male,Graduate,Self-Employed,Medium,Good,No,Small,Approved
LN0460,24,Male,Not Graduate,Business,Medium,Fair,No,Medium,Approved
LN0461,31,Female,Graduate,Self-Employed,Medium,Fair,Yes,Small,Rejected
LN0462,49,Male,Not Graduate,Salaried,Medium,Good,No,Small,Approved
LN0463,56,Female,Graduate,Business,Medium,Good,Yes,Medium,Approved
LN0464,45,Female,Graduate,Salaried,Medium,Good,No,Medium,Rejected
LN0465,41,Female,Graduate,Business,Medium,Good,No,Large,Approved
LN0466,56,Female,Graduate,Business,Low,Fair,No,Small,Rejected
LN0467,30,Female,Not Graduate,Business,Low,Good,No,Small,Approved
LN0468,57,Female,Not Graduate,Business,Low,Good,No,Small,Approved
LN0469,29,Female,Graduate,Business,Low,Excellent,No,Small,Rejected
LN0470,44,Female,Graduate,Salaried,Medium,Fair,No,Small,Rejected
LN0471,55,Male,Graduate,Business,Low,Poor,No,Medium,Rejected
LN0472,55,Male,Not Graduate,Salaried,High,Poor,No,Medium,Approved
LN0473,56,Male,Graduate,Salaried,Low,Fair,No,Medium,Approved
LN0474,38,Male,Graduate,Salaried,Low,Good,No,Large,Rejected
LN0475,59,Male,Not Graduate,Self-Employed,Medium,Poor,No,Medium,Approved
LN0476,52,Male,Graduate,Self-Employed,Low,Good,No,Small,Approved
LN0477,44,Male,Graduate,Business,Medium,Fair,No,Small,Approved
LN0478,43,Female,Graduate,Salaried,Medium,Poor,Yes,Large,Rejected
LN0479,52,Female,Not Graduate,Self-Employed,Low,Good,No,Medium,Rejected
LN0480,57,Male,Graduate,Salaried,Low,Fair,No,Large,Rejected
LN0481,32,Male,Graduate,Salaried,Medium,Fair,Yes,Large,Approved
LN0482,33,Female,Graduate,Self-Employed,Low,Good,Yes,Large,Rejected
LN0483,43,Male,Graduate,Salaried,Low,Good,No,Large,Rejected
LN0484,45,Female,Graduate,Salaried,Low,Poor,Yes,Medium,Rejected
LN0485,55,Male,Graduate,Salaried,Low,Excellent,Yes,Small,Approved
LN0486,50,Male,Graduate,Salaried,Medium,Good,No,Large,Approved
LN0487,37,Female,Graduate,Salaried,Medium,Good,No,Medium,Rejected
LN0488,40,Male,Graduate,Salaried,Medium,Poor,No,Small,Approved
LN0489,45,Female,Graduate,Business,Low,Poor,No,Medium,Rejected
LN0490,42,Female,Not Graduate,Business,Low,Poor,No,Medium,Rejected
LN0491,33,Male,Graduate,Self-Employed,High,Fair,Yes,Large,Rejected
LN0492,39,Female,Not Graduate,Other,Medium,Fair,No,Medium,Rejected
LN0493,56,Female,Not Graduate,Salaried,High,Excellent,No,Small,Approved
LN0494,32,Male,Graduate,Self-Employed,Medium,Good,No,Large,Approved
LN0495,39,Female,Graduate,Other,Medium,Fair,Yes,Large,Approved
LN0496,32,Male,Graduate,Salaried,Medium,Good,No,Medium,Approved
LN0497,29,Male,Graduate,Other,Low,Poor,Yes,Small,Rejected
LN0498,27,Male,Graduate,Salaried,Medium,Good,No,Medium,Approved
LN0499,48,Male,Graduate,Salaried,Medium,Good,Yes,Medium,Approved
LN0500,34,Female,Graduate,Salaried,Low,Good,No,Small,Approved
LN0501,51,Female,Not Graduate,Business,Low,Excellent,No,Small,Rejected
LN0502,39,Female,Graduate,Self-Employed,Medium,Fair,Yes,Medium,Rejected
LN0503,36,Female,Not Graduate,Business,High,Good,No,Medium,Rejected
LN0504,25,Male,Graduate,Salaried,Medium,Excellent,No,Medium,Rejected
LN0505,55,Male,Not Graduate,Salaried,Low,Good,No,Small,Rejected
LN0506,32,Female,Graduate,Salaried,Low,Good,No,Medium,Rejected
LN0507,45,Male,Graduate,Salaried,Medium,Excellent,No,Medium,Approved
LN0508,41,Male,Graduate,Other,Low,Poor,No,Small,Rejected
LN0509,56,Female,Graduate,Salaried,High,Excellent,Yes,Small,Rejected
LN0510,43,Male,Graduate,Business,Low,Poor,Yes,Medium,Rejected
LN0511,36,Male,Not Graduate,Business,Medium,Good,Yes,Large,Rejected
LN0512,59,Male,Graduate,Salaried,Medium,Excellent,No,Medium,Approved
LN0513,59,Male,Graduate,Self-Employed,High,Fair,Yes,Small,Approved
LN0514,34,Female,Not Graduate,Salaried,Medium,Good,Yes,Small,Approved
LN0515,51,Male,Not Graduate,Salaried,Medium,Fair,No,Large,Approved
LN0516,25,Female,Graduate,Salaried,High,Excellent,No,Small,Approved
LN0517,55,Male,Graduate,Self-Employed,Low,Good,No,Medium,Approved
LN0518,43,Male,Graduate,Salaried,High,Good,Yes,Medium,Approved
LN0519,49,Male,Graduate,Self-Employed,Low,Good,No,Small,Rejected
LN0520,31,Male,Not Graduate,Self-Employed,Medium,Good,No,Large,Approved
LN0521,38,Female,Not Graduate,Salaried,Medium,Fair,No,Medium,Rejected
LN0522,32,Female,Not Graduate,Self-Employed,Low,Fair,Yes,Medium,Rejected
LN0523,29,Male,Not Graduate,Business,High,Good,No,Small,Approved
LN0524,30,Male,Graduate,Salaried,Low,Fair,No,Small,Rejected
LN0525,37,Male,Not Graduate,Salaried,Low,Poor,Yes,Medium,Rejected
LN0526,58,Male,Not Graduate,Business,Medium,Poor,No,Medium,Approved
LN0527,27,Female,Graduate,Salaried,Medium,Poor,No,Small,Rejected
LN0528,33,Male,Not Graduate,Self-Employed,Medium,Excellent,Yes,Small,Approved
LN0529,60,Male,Graduate,Salaried,Low,Good,No,Small,Approved
LN0530,29,Male,Graduate,Salaried,Low,Good,Yes,Large,Rejected
LN0531,47,Male,Not Graduate,Salaried,Low,Fair,Yes,Medium,Rejected
LN0532,22,Male,Graduate,Salaried,Low,Fair,No,Large,Approved
LN0533,25,Male,Graduate,Self-Employed,Medium,Fair,No,Small,Approved
LN0534,49,Male,Graduate,Salaried,Medium,Good,No,Large,Rejected
LN0535,57,Male,Graduate,Business,High,Good,No,Small,Approved
LN0536,58,Female,Not Graduate,Business,High,Excellent,Yes,Medium,Approved
LN0537,39,Male,Graduate,Self-Employed,Low,Good,No,Large,Approved
LN0538,28,Female,Graduate,Business,Medium,Good,No,Small,Approved
LN0539,21,Male,Not Graduate,Salaried,Low,Good,No,Medium,Approved
LN0540,42,Female,Graduate,Salaried,Low,Excellent,No,Small,Rejected
LN0541,37,Female,Graduate,Business,Medium,Good,No,Small,Approved
LN0542,27,Female,Graduate,Salaried,Low,Poor,No,Medium,Rejected
LN0543,45,Female,Not Graduate,Self-Employed,Low,Good,No,Medium,Rejected
LN0544,24,Male,Graduate,Salaried,High,Good,Yes,Medium,Approved
LN0545,56,Male,Graduate,Self-Employed,Medium,Good,No,Medium,Approved
LN0546,26,Male,Graduate,Business,Medium,Fair,Yes,Medium,Rejected
LN0547,51,Male,Graduate,Business,Low,Excellent,Yes,Small,Rejected
LN0548,39,Male,Graduate,Business,Low,Excellent,Yes,Small,Approved
LN0549,59,Male,Graduate,Business,High,Fair,No,Large,Rejected
LN0550,47,Male,Graduate,Self-Employed,Low,Excellent,No,Small,Rejected
LN0551,30,Male,Not Graduate,Self-Employed,Medium,Poor,No,Medium,Rejected
LN0552,46,Female,Graduate,Salaried,Low,Poor,No,Small,Rejected
LN0553,39,Female,Not Graduate,Salaried,Medium,Poor,No,Medium,Rejected
LN0554,59,Female,Not Graduate,Salaried,Low,Poor,Yes,Medium,Rejected
LN0555,23,Male,Not Graduate,Other,High,Good,Yes,Small,Rejected
LN0556,33,Male,Not Graduate,Salaried,High,Poor,No,Small,Rejected
LN0557,48,Male,Graduate,Self-Employed,Medium,Fair,No,Medium,Approved
LN0558,40,Male,Graduate,Self-Employed,Low,Poor,No,Medium,Approved
LN0559,48,Female,Graduate,Self-Employed,High,Fair,No,Small,Rejected
LN0560,28,Male,Graduate,Business,Medium,Poor,Yes,Medium,Rejected
LN0561,59,Female,Not Graduate,Salaried,Medium,Good,No,Small,Approved
LN0562,21,Male,Not Graduate,Self-Employed,Medium,Poor,No,Large,Rejected
LN0563,23,Male,Graduate,Business,Low,Excellent,No,Medium,Rejected
LN0564,33,Female,Graduate,Salaried,Low,Good,Yes,Small,Approved
LN0565,48,Male,Not Graduate,Salaried,Medium,Poor,No,Medium,Approved
LN0566,45,Male,Graduate,Self-Employed,Low,Excellent,No,Medium,Approved
LN0567,53,Male,Graduate,Business,Medium,Poor,Yes,Small,Rejected
LN0568,58,Male,Not Graduate,Salaried,Medium,Fair,No,Medium,Rejected
LN0569,26,Male,Graduate,Business,High,Poor,No,Small,Rejected
LN0570,52,Male,Graduate,Business,High,Fair,No,Small,Approved
LN0571,41,Male,Graduate,Salaried,High,Good,No,Small,Approved
LN0572,36,Male,Not Graduate,Other,Low,Good,No,Medium,Approved
LN0573,41,Male,Graduate,Business,Low,Fair,No,Small,Rejected
LN0574,31,Female,Graduate,Business,Medium,Good,Yes,Medium,Approved
LN0575,57,Male,Graduate,Business,Low,Fair,Yes,Medium,Rejected
LN0576,56,Female,Graduate,Salaried,Low,Good,Yes,Medium,Approved
LN0577,55,Male,Graduate,Salaried,Medium,Fair,No,Medium,Rejected
LN0578,39,Male,Not Graduate,Salaried,Medium,Poor,No,Large,Approved
LN0579,40,Female,Graduate,Salaried,High,Fair,No,Medium,Rejected
LN0580,38,Male,Not Graduate,Salaried,Low,Fair,No,Medium,Rejected
LN0581,34,Male,Graduate,Business,Low,Good,No,Small,Rejected
LN0582,35,Male,Graduate,Business,Low,Good,No,Large,Rejected
LN0583,51,Male,Graduate,Self-Employed,High,Poor,Yes,Small,Rejected
LN0584,21,Male,Graduate,Business,Medium,Good,No,Small,Approved
LN0585,23,Male,Graduate,Business,High,Good,No,Medium,Rejected
LN0586,36,Female,Graduate,Salaried,High,Excellent,No,Small,Approved
LN0587,43,Male,Graduate,Salaried,Medium,Fair,No,Small,Rejected
LN0588,31,Male,Graduate,Self-Employed,Medium,Good,No,Medium,Rejected
LN0589,32,Male,Graduate,Business,Low,Excellent,Yes,Medium,Approved
LN0590,30,Female,Not Graduate,Salaried,Medium,Good,No,Medium,Approved
LN0591,52,Male,Not Graduate,Self-Employed,Medium,Fair,No,Large,Rejected
LN0592,36,Male,Graduate,Salaried,Medium,Poor,No,Small,Rejected
LN0593,28,Male,Graduate,Business,High,Fair,No,Small,Approved
LN0594,58,Female,Graduate,Business,High,Good,No,Medium,Rejected
LN0595,32,Male,Graduate,Business,Medium,Good,No,Small,Approved
LN0596,44,Male,Graduate,Other,Medium,Poor,No,Medium,Rejected
LN0597,48,Male,Not Graduate,Business,Medium,Good,No,Small,Rejected
LN0598,28,Male,Graduate,Other,Low,Good,No,Medium,Rejected
LN0599,48,Male,Graduate,Other,Low,Good,No,Medium,Approved
LN0600,56,Male,Not Graduate,Business,Medium,Good,No,Medium,Rejected
LN0601,46,Female,Graduate,Self-Employed,Medium,Good,No,Medium,Rejected
LN0602,28,Female,Not Graduate,Salaried,Low,Fair,Yes,Medium,Rejected
LN0603,48,Male,Graduate,Salaried,High,Excellent,No,Small,Approved
LN0604,48,Female,Graduate,Self-Employed,Low,Fair,Yes,Small,Approved
LN0605,57,Male,Graduate,Salaried,Low,Fair,No,Small,Rejected
LN0606,56,Male,Graduate,Salaried,Medium,Fair,Yes,Medium,Approved
LN0607,47,Male,Not Graduate,Other,Low,Poor,Yes,Medium,Rejected
LN0608,37,Female,Graduate,Business,Low,Fair,Yes,Medium,Rejected
LN0609,29,Male,Not Graduate,Business,Low,Poor,Yes,Small,Rejected
LN0610,53,Male,Graduate,Salaried,Medium,Good,Yes,Medium,Rejected
LN0611,40,Male,Graduate,Salaried,Medium,Poor,No,Large,Rejected
LN0612,33,Female,Graduate,Salaried,Medium,Good,No,Small,Approved
LN0613,48,Male,Graduate,Salaried,Medium,Poor,No,Small,Approved
LN0614,49,Male,Not Graduate,Salaried,Low,Excellent,No,Small,Rejected
LN0615,33,Male,Graduate,Salaried,High,Good,Yes,Medium,Approved
LN0616,55,Male,Graduate,Other,Low,Poor,No,Medium,Rejected
LN0617,26,Male,Graduate,Business,High,Good,Yes,Small,Rejected
LN0618,38,Female,Graduate,Salaried,Medium,Good,Yes,Medium,Rejected
LN0619,25,Male,Graduate,Salaried,High,Good,No,Small,Approved
LN0620,45,Male,Graduate,Self-Employed,Low,Good,Yes,Medium,Rejected
LN0621,22,Female,Not Graduate,Salaried,Medium,Good,No,Medium,Approved
LN0622,30,Male,Graduate,Other,Low,Good,No,Medium,Rejected
LN0623,50,Male,Graduate,Salaried,Low,Fair,No,Small,Approved
LN0624,25,Female,Graduate,Salaried,Medium,Poor,No,Large,Rejected
LN0625,53,Male,Graduate,Salaried,Low,Good,Yes,Medium,Approved
LN0626,21,Male,Not Graduate,Salaried,Medium,Fair,No,Small,Rejected
LN0627,38,Male,Graduate,Self-Employed,Low,Good,Yes,Small,Approved
LN0628,52,Male,Graduate,Business,Low,Poor,No,Medium,Rejected
LN0629,31,Male,Graduate,Self-Employed,Medium,Good,Yes,Large,Rejected
LN0630,41,Male,Graduate,Salaried,Medium,Excellent,No,Large,Approved
LN0631,46,Male,Graduate,Self-Employed,Medium,Fair,No,Medium,Approved
LN0632,45,Male,Not Graduate,Self-Employed,Medium,Fair,No,Large,Rejected
LN0633,42,Female,Not Graduate,Business,High,Good,No,Small,Rejected
LN0634,47,Female,Not Graduate,Salaried,Low,Good,No,Small,Rejected
LN0635,33,Male,Graduate,Salaried,Medium,Fair,No,Large,Approved
LN0636,53,Male,Graduate,Self-Employed,High,Fair,No,Medium,Rejected
LN0637,54,Female,Graduate,Self-Employed,Medium,Excellent,Yes,Medium,Approved
LN0638,55,Male,Graduate,Salaried,Medium,Good,No,Medium,Approved
LN0639,21,Male,Not Graduate,Salaried,Medium,Poor,Yes,Large,Rejected
LN0640,41,Female,Graduate,Self-Employed,Medium,Poor,Yes,Medium,Rejected
LN0641,26,Male,Not Graduate,Business,Medium,Good,No,Large,Approved
LN0642,48,Female,Not Graduate,Salaried,Low,Fair,No,Medium,Rejected
LN0643,37,Female,Graduate,Other,Low,Fair,No,Small,Approved
LN0644,25,Male,Graduate,Self-Employed,High,Excellent,Yes,Large,Approved
LN0645,51,Male,Graduate,Other,Low,Poor,No,Small,Rejected
LN0646,25,Male,Graduate,Business,Medium,Good,Yes,Large,Rejected
LN0647,58,Female,Not Graduate,Salaried,Medium,Fair,Yes,Medium,Rejected
LN0648,23,Female,Graduate,Business,Medium,Good,Yes,Medium,Rejected
LN0649,43,Female,Graduate,Salaried,Low,Good,No,Medium,Rejected
LN0650,57,Male,Graduate,Other,Low,Poor,No,Small,Rejected
LN0651,57,Female,Not Graduate,Self-Employed,High,Good,Yes,Small,Rejected
LN0652,30,Female,Graduate,Salaried,High,Poor,No,Large,Approved
LN0653,30,Male,Not Graduate,Self-Employed,Medium,Excellent,Yes,Large,Rejected
LN0654,39,Female,Graduate,Other,Medium,Excellent,No,Small,Approved
LN0655,37,Female,Not Graduate,Salaried,Medium,Fair,No,Large,Rejected
LN0656,41,Female,Not Graduate,Self-Employed,Medium,Fair,No,Large,Rejected
LN0657,34,Male,Graduate,Business,Medium,Fair,No,Medium,Rejected
LN0658,29,Male,Graduate,Business,Low,Good,No,Small,Approved
LN0659,21,Male,Not Graduate,Salaried,Medium,Fair,No,Large,Rejected
LN0660,33,Male,Graduate,Salaried,Medium,Fair,No,Medium,Rejected
LN0661,24,Male,Not Graduate,Salaried,High,Fair,No,Large,Approved
LN0662,21,Female,Graduate,Self-Employed,Low,Poor,No,Large,Rejected
LN0663,60,Female,Not Graduate,Salaried,Medium,Good,Yes,Large,Rejected
LN0664,52,Female,Not Graduate,Other,Medium,Poor,No,Medium,Rejected
LN0665,54,Male,Not Graduate,Salaried,Medium,Good,No,Small,Approved
LN0666,48,Male,Graduate,Business,Low,Fair,Yes,Small,Approved
LN0667,51,Male,Graduate,Salaried,Medium,Fair,No,Small,Approved
LN0668,28,Female,Graduate,Salaried,Medium,Good,No,Small,Approved
LN0669,59,Female,Graduate,Salaried,Low,Excellent,No,Medium,Rejected
LN0670,46,Female,Graduate,Salaried,Medium,Good,No,Medium,Rejected
LN0671,54,Male,Graduate,Business,Medium,Fair,No,Large,Rejected
LN0672,23,Female,Not Graduate,Other,Medium,Fair,No,Small,Rejected
LN0673,32,Female,Graduate,Self-Employed,High,Excellent,No,Medium,Rejected
LN0674,21,Male,Graduate,Other,Low,Fair,No,Small,Approved
LN0675,25,Female,Not Graduate,Business,Low,Poor,No,Small,Rejected
LN0676,50,Male,Graduate,Self-Employed,Medium,Excellent,No,Small,Approved
LN0677,50,Male,Graduate,Business,Low,Good,No,Medium,Approved
LN0678,37,Female,Not Graduate,Self-Employed,Low,Excellent,No,Small,Approved
LN0679,43,Male,Not Graduate,Salaried,Low,Excellent,No,Medium,Approved
LN0680,35,Female,Graduate,Business,Low,Excellent,Yes,Small,Approved
LN0681,57,Male,Graduate,Salaried,High,Poor,Yes,Large,Approved
LN0682,41,Male,Not Graduate,Self-Employed,Low,Poor,No,Large,Rejected
LN0683,34,Male,Graduate,Business,Medium,Good,No,Large,Approved
LN0684,22,Male,Graduate,Salaried,Low,Good,Yes,Large,Rejected
LN0685,31,Male,Graduate,Salaried,Medium,Good,Yes,Large,Approved
LN0686,59,Male,Graduate,Other,Low,Fair,Yes,Large,Rejected
LN0687,58,Male,Graduate,Self-Employed,Medium,Fair,No,Medium,Rejected
LN0688,54,Male,Graduate,Salaried,Medium,Good,Yes,Small,Rejected
LN0689,58,Male,Graduate,Business,Low,Poor,No,Small,Rejected
LN0690,54,Male,Not Graduate,Self-Employed,Medium,Fair,No,Small,Approved
LN0691,38,Female,Graduate,Self-Employed,Low,Good,No,Medium,Approved
LN0692,50,Female,Not Graduate,Other,Medium,Good,No,Medium,Approved
LN0693,35,Male,Not Graduate,Business,Low,Fair,Yes,Large,Rejected
LN0694,47,Male,Graduate,Salaried,High,Good,No,Large,Approved
LN0695,54,Female,Graduate,Business,Low,Good,No,Medium,Rejected
LN0696,58,Female,Graduate,Business,Medium,Fair,No,Medium,Rejected
LN0697,53,Female,Graduate,Salaried,Low,Poor,No,Large,Rejected
LN0698,44,Female,Not Graduate,Salaried,Low,Fair,No,Small,Rejected
LN0699,35,Male,Graduate,Salaried,Medium,Fair,Yes,Medium,Rejected
LN0700,50,Male,Not Graduate,Business,High,Excellent,No,Small,Approved
LN0701,37,Male,Graduate,Self-Employed,Low,Poor,Yes,Medium,Rejected
LN0702,25,Male,Graduate,Self-Employed,Low,Good,No,Small,Approved
LN0703,49,Male,Graduate,Other,Low,Poor,Yes,Large,Rejected
LN0704,24,Male,Graduate,Business,Low,Fair,Yes,Medium,Rejected
LN0705,30,Male,Graduate,Salaried,Low,Good,No,Small,Rejected
LN0706,37,Female,Graduate,Salaried,Medium,Fair,Yes,Small,Rejected
LN0707,30,Female,Graduate,Salaried,Low,Good,No,Medium,Approved
LN0708,37,Male,Graduate,Salaried,Low,Fair,Yes,Large,Rejected
LN0709,40,Female,Not Graduate,Self-Employed,Medium,Fair,Yes,Medium,Approved
LN0710,44,Male,Graduate,Business,Medium,Good,No,Medium,Approved
LN0711,25,Female,Not Graduate,Salaried,Low,Fair,No,Small,Rejected
LN0712,54,Male,Not Graduate,Self-Employed,Low,Excellent,No,Medium,Approved
LN0713,26,Female,Not Graduate,Business,Medium,Good,Yes,Medium,Approved
LN0714,22,Female,Graduate,Salaried,Low,Fair,No,Medium,Approved
LN0715,33,Male,Not Graduate,Salaried,Medium,Poor,No,Small,Approved
LN0716,31,Male,Graduate,Salaried,Low,Good,No,Medium,Approved
LN0717,43,Male,Graduate,Salaried,Medium,Good,No,Medium,Rejected
LN0718,36,Male,Graduate,Other,Low,Fair,No,Large,Rejected
LN0719,51,Male,Not Graduate,Salaried,Medium,Good,No,Large,Approved
LN0720,31,Male,Graduate,Salaried,High,Fair,No,Medium,Approved
LN0721,36,Male,Not Graduate,Self-Employed,Medium,Good,No,Medium,Rejected
LN0722,28,Female,Graduate,Other,Low,Poor,No,Small,Rejected
LN0723,24,Female,Not Graduate,Salaried,Low,Excellent,Yes,Large,Approved
LN0724,60,Male,Not Graduate,Salaried,Low,Good,No,Medium,Rejected
LN0725,24,Male,Graduate,Salaried,Low,Fair,No,Small,Rejected
LN0726,45,Male,Not Graduate,Salaried,Low,Fair,Yes,Medium,Approved
LN0727,23,Female,Graduate,Salaried,Medium,Fair,Yes,Large,Rejected
LN0728,52,Male,Graduate,Self-Employed,Medium,Excellent,Yes,Small,Approved
LN0729,23,Female,Graduate,Salaried,Medium,Fair,Yes,Medium,Rejected
LN0730,47,Female,Graduate,Salaried,Medium,Poor,No,Medium,Approved
