Order_ID,Order_Date,Customer_ID,Customer_Segment,Region,State,Category,Sub_Category,Product,Quantity,Unit_Price,Sales,Discount,Profit,Shipping_Mode,Payment_Mode,Customer_Rating,Delivery_Days,Returned
ORD102840,2023-07-17,CUST01223,Small Business,South,Tamil Nadu,Office Supplies,Paper,A4 Paper,6,440.74,2538.08,0.04,741.77,Standard,UPI,4.8,4,No
ORD102571,2025-10-21,CUST01349,Corporate,East,Odisha,Office Supplies,Stationery,Stapler,1,173.92,175.45,0.145,42.67,Standard,UPI,3.4,6,No
ORD102811,2025-03-31,CUST01476,Consumer,North,Punjab,Office Supplies,Stationery,Stapler,3,110.37,289.62,0.175,52.37,Standard,COD,3.8,5,No
ORD101058,2024-01-16,CUST01584,Consumer,South,Andhra Pradesh,Furniture,Furnishings,Whiteboard,4,505.35,1897.3,0.061,504.97,Express,COD,,3,No
ORD101499,2024-03-27,CUST01520,Consumer,East,Odisha,Technology,Phones,Smartphone A,8,1011.56,7889.02,0.08,1428.4,Standard,UPI,3.6,8,No
ORD101074,2024-11-09,CUST01081,Consumer,North,Delhi,Technology,Laptops,Business Laptop,3,586.53,1618.16,0.221,156.08,Standard,UPI,3.9,7,No
ORD100708,2023-12-19,CUST01529,Consumer,South,Tamil Nadu,Technology,Phones,Smartphone C,7,1963.6,15809.32,0.025,3063.58,Standard,UPI,4.5,3,No
ORD100425,2025-01-01,CUST01575,Consumer,West,Rajasthan,Office Supplies,Paper,Premium Paper,4,196.33,713.76,0.091,201.02,Standard,UPI,3.1,8,Yes
ORD100070,2025-03-11,CUST01211,Consumer,North,Uttar Pradesh,Office Supplies,Storage,Storage Box,1,247.61,212.15,0.192,37.79,Same Day,UPI,5.0,1,No
ORD102850,2025-12-23,CUST01273,Corporate,South,Tamil Nadu,Technology,Laptops,Business Laptop,8,802.67,5849.46,0.228,636.28,Express,Credit Card,4.6,3,No
ORD102938,2024-04-01,CUST01099,Corporate,South,Tamil Nadu,Office Supplies,Paper,Premium Paper,4,493.86,1864.51,0.11,366.06,Standard,Credit Card,4.1,7,No
ORD101715,2023-12-12,CUST01192,Consumer,North,Uttar Pradesh,Office Supplies,Binders,File Folder,4,94.1,364.31,0.18,72.82,Standard,COD,4.3,5,No
ORD102179,2025-12-04,CUST01049,Small Business,West,Maharashtra,Furniture,Bookcases,Wooden Bookcase,6,355.82,2040.93,0.19,246.61,Standard,Credit Card,4.7,4,No
ORD101988,2025-09-15,CUST01368,Consumer,South,Tamil Nadu,Technology,Accessories,Headset,3,281.18,739.08,0.124,53.64,Express,COD,3.8,2,No
ORD102595,2025-02-12,CUST01044,Consumer,North,Uttar Pradesh,Office Supplies,Binders,File Folder,3,172.74,381.52,0.264,42.3,Express,UPI,5.0,1,No
ORD101961,2025-12-20,CUST01414,Consumer,North,Haryana,Technology,Phones,Smartphone A,6,173.51,874.42,0.288,26.85,Standard,UPI,4.3,3,No
ORD102124,2024-02-14,CUST01116,Small Business,East,Bihar,Office Supplies,Stationery,Stapler,5,348.32,1285.25,0.262,232.91,Standard,Net Banking,3.6,5,No
ORD100621,2023-08-16,CUST01158,Consumer,West,Maharashtra,Office Supplies,Stationery,Markers,2,335.75,650.75,0.031,153.54,Standard,Net Banking,4.2,5,No
ORD101352,2024-10-30,CUST01143,Consumer,East,Odisha,Furniture,Chairs,Visitor Chair,1,1382.76,1348.52,0.174,117.21,Standard,Credit Card,4.1,4,No
ORD101764,2024-02-22,CUST01286,Corporate,West,Rajasthan,Furniture,Tables,Conference Table,1,642.19,556.19,0.134,75.29,Express,COD,3.9,2,No
ORD100953,2024-03-10,CUST01476,Consumer,East,Jharkhand,Office Supplies,Binders,Document Folder,6,207.4,949.28,0.28,96.23,Standard,UPI,3.6,7,No
ORD102043,2024-12-02,CUST01464,Corporate,East,Odisha,Office Supplies,Binders,Ring Binder,3,228.47,560.04,0.308,66.91,Standard,Net Banking,,9,No
ORD102222,2024-08-29,CUST01044,Consumer,South,Telangana,Technology,Printers,Laser Printer,8,395.69,3111.51,0.017,583.89,Standard,UPI,4.2,4,No
ORD100931,2024-11-15,CUST01529,Small Business,North,Uttar Pradesh,Technology,Accessories,Headset,4,367.74,1360.72,0.216,104.64,Standard,Net Banking,3.4,6,No
ORD100928,2024-07-20,CUST01581,Consumer,South,Andhra Pradesh,Technology,Phones,Smartphone C,3,359.52,1007.79,0.066,151.57,Same Day,Credit Card,4.8,1,No
ORD102679,2024-12-09,CUST01173,Consumer,West,Maharashtra,Technology,Phones,Smartphone C,1,109.68,116.29,0.101,21.19,Same Day,UPI,5.0,1,No
ORD101726,2024-12-04,CUST01308,Consumer,East,West Bengal,Technology,Printers,Inkjet Printer,2,774.93,1324.88,0.276,-57.57,Standard,Credit Card,3.8,4,No
ORD100280,2023-10-18,CUST01530,Consumer,West,Maharashtra,Technology,Accessories,USB Hub,8,505.21,3466.43,0.273,89.25,Standard,COD,4.6,4,No
ORD101621,2024-11-09,CUST01404,Consumer,West,Gujarat,Furniture,Tables,Work Desk,4,407.99,1615.87,0.161,304.21,Standard,Credit Card,3.7,5,No
ORD102002,2024-05-20,CUST01001,Consumer,East,Bihar,Furniture,Bookcases,Metal Bookcase,2,253.8,445.87,0.171,29.13,Standard,Credit Card,3.7,8,No
ORD101919,2023-08-10,CUST01075,Consumer,East,Odisha,Furniture,Bookcases,Metal Bookcase,3,1097.78,2503.13,0.24,358.32,Express,Credit Card,4.1,2,No
ORD102407,2023-04-04,CUST01236,Consumer,South,Telangana,Technology,Printers,Inkjet Printer,1,977.93,895.65,0.136,82.43,Standard,Net Banking,4.2,3,No
ORD101676,2023-08-26,CUST01295,Consumer,South,Andhra Pradesh,Office Supplies,Binders,Document Folder,3,159.08,404.52,0.152,93.41,Standard,UPI,4.2,7,No
ORD100554,2023-10-28,CUST01367,Small Business,South,Andhra Pradesh,Furniture,Furnishings,Desk Lamp,1,765.03,705.21,0.219,82.87,Standard,Net Banking,3.8,6,No
ORD100835,2025-05-21,CUST01574,Consumer,South,Tamil Nadu,Furniture,Chairs,Visitor Chair,1,308.32,241.23,0.262,19.0,Standard,UPI,4.3,6,No
ORD100991,2024-05-29,CUST01427,Consumer,South,Andhra Pradesh,Furniture,Chairs,Ergonomic Chair,3,1099.68,2541.08,0.273,357.16,Same Day,Net Banking,4.7,1,No
ORD100597,2023-06-29,CUST01497,Consumer,West,Goa,Furniture,Bookcases,Wooden Bookcase,3,443.36,1088.67,0.182,125.49,Standard,Net Banking,3.8,7,No
ORD101614,2024-12-06,CUST01061,Consumer,West,Rajasthan,Office Supplies,Paper,Premium Paper,5,258.59,1349.85,0.115,381.37,Standard,UPI,3.9,6,No
ORD100803,2024-02-23,CUST01309,Consumer,South,Andhra Pradesh,Technology,Phones,Smartphone C,3,477.02,1374.66,0.039,245.17,Same Day,UPI,4.4,1,No
ORD102149,2025-03-20,CUST01309,Consumer,North,Punjab,Office Supplies,Stationery,Labels,8,166.72,1316.68,0.069,345.52,Standard,Net Banking,3.9,3,No
ORD100898,2023-10-28,CUST01392,Small Business,West,Goa,Office Supplies,Stationery,Labels,9,170.42,1165.21,0.356,106.09,Express,Credit Card,4.5,2,No
ORD102734,2024-05-30,CUST01056,Consumer,East,West Bengal,Technology,Phones,Smartphone A,7,678.77,4347.82,0.137,789.27,Express,Credit Card,4.7,3,No
ORD100441,2025-06-22,CUST01506,Consumer,West,Rajasthan,Furniture,Furnishings,Desk Lamp,1,487.42,445.23,0.087,90.84,Standard,Net Banking,3.9,7,No
ORD100509,2025-01-27,CUST01237,Consumer,South,Karnataka,Office Supplies,Storage,Filing Cabinet,2,121.57,163.17,0.329,10.26,Express,Credit Card,4.2,3,No
ORD100077,2025-11-02,CUST01039,Small Business,East,Bihar,Technology,Printers,Laser Printer,9,3124.0,28610.49,0.138,4699.4,Standard,UPI,3.9,6,No
ORD101934,2023-01-05,CUST01494,Consumer,South,Karnataka,Furniture,Bookcases,Wooden Bookcase,4,195.2,669.91,0.142,108.68,Same Day,UPI,5.0,1,No
ORD100650,2025-11-15,CUST01203,Consumer,South,Karnataka,Furniture,Bookcases,Wooden Bookcase,4,392.49,1711.07,0.076,333.76,Standard,UPI,3.6,5,Yes
ORD100523,2023-11-01,CUST01029,Corporate,West,Rajasthan,Furniture,Chairs,Visitor Chair,1,223.23,223.73,0.151,35.2,Express,Credit Card,4.4,1,No
ORD101513,2024-10-06,CUST01332,Consumer,South,,Technology,Accessories,Wireless Mouse,1,757.11,710.38,0.205,77.0,Standard,Credit Card,3.0,6,No
ORD101107,2025-02-19,CUST01179,Consumer,South,Telangana,Office Supplies,Paper,Notebooks,4,204.01,747.49,0.084,191.02,Standard,UPI,3.8,6,No
ORD102452,2023-10-22,CUST01543,Corporate,East,Odisha,Furniture,Tables,Study Table,5,332.93,1694.21,0.137,283.22,Express,COD,3.8,3,No
ORD100655,2023-05-17,CUST01304,Consumer,West,Gujarat,Technology,Phones,Smartphone A,4,1060.98,3553.54,0.21,47.14,Express,Credit Card,4.1,3,No
ORD102539,2025-02-05,CUST01326,Consumer,West,Gujarat,Office Supplies,Binders,Document Folder,6,234.67,1190.78,0.154,299.33,Standard,COD,4.7,3,No
ORD101566,2024-06-18,CUST01080,Consumer,South,Telangana,Technology,Phones,Smartphone B,2,634.15,982.48,0.225,119.14,Standard,UPI,3.6,4,No
ORD102220,2024-08-25,CUST01595,Small Business,North,Punjab,Office Supplies,Binders,File Folder,1,211.48,193.49,0.085,63.03,Express,UPI,4.7,2,No
ORD102863,2023-10-01,CUST01146,Small Business,North,Haryana,Technology,Printers,Laser Printer,2,488.37,991.12,0.14,189.49,Standard,Credit Card,4.4,5,No
ORD100631,2025-12-21,CUST01009,Small Business,South,,Technology,Laptops,Laptop Air,2,1236.45,2600.19,0.109,445.44,Express,UPI,4.0,2,No
ORD102241,2023-09-10,CUST01407,Consumer,North,Uttar Pradesh,Furniture,Tables,Conference Table,4,546.23,1534.92,0.297,52.1,Standard,UPI,3.6,5,No
ORD101534,2023-11-28,CUST01300,Consumer,East,West Bengal,Office Supplies,Stationery,Stapler,4,153.34,535.03,0.261,29.71,Standard,COD,3.2,7,No
ORD100980,2025-10-21,CUST01542,Corporate,East,Bihar,Furniture,Chairs,Office Chair,1,458.41,502.12,0.072,62.71,Standard,Credit Card,3.3,8,No
ORD100483,2023-08-15,CUST01324,Consumer,East,Bihar,Furniture,Bookcases,Wooden Bookcase,1,321.48,285.47,0.112,35.6,Standard,UPI,3.8,4,No
ORD101958,2025-01-08,CUST01213,Corporate,South,Tamil Nadu,Technology,Printers,Inkjet Printer,4,697.62,2353.41,0.157,465.54,Standard,Credit Card,3.8,8,No
ORD101135,2025-02-12,CUST01105,Corporate,South,Karnataka,Office Supplies,Storage,Organizer,2,195.45,327.19,0.163,85.38,Express,UPI,,2,No
ORD102577,2024-07-22,CUST01095,Consumer,East,Bihar,Office Supplies,Stationery,Pens,1,222.57,209.67,0.058,55.73,Standard,Credit Card,4.5,7,No
ORD101279,2023-12-25,CUST01066,Small Business,South,Telangana,Technology,Accessories,USB Hub,5,1757.85,10038.75,,1753.11,Standard,Credit Card,2.7,8,No
ORD100439,2023-03-26,CUST01443,Small Business,South,Karnataka,Office Supplies,Stationery,Stapler,5,137.4,601.58,0.174,138.85,Standard,Credit Card,3.1,-1,No
ORD101745,2023-06-21,CUST01403,Consumer,North,,Office Supplies,Stationery,Labels,1,307.51,211.56,0.312,24.23,Standard,Credit Card,,6,No
ORD102944,2024-02-15,CUST01554,Corporate,East,Bihar,Technology,Phones,Smartphone C,2,1948.98,3208.02,0.177,452.81,Express,Credit Card,4.2,2,No
ORD101568,2023-01-04,CUST01152,Corporate,East,Bihar,Technology,Laptops,Laptop Pro,1,1043.33,860.11,0.176,41.29,Standard,UPI,4.0,7,No
ORD100857,2023-06-02,CUST01421,Corporate,East,West Bengal,Furniture,Bookcases,Metal Bookcase,9,291.72,2271.07,0.135,364.88,Standard,UPI,3.6,7,No
ORD102014,2023-03-05,CUST01006,Consumer,South,Telangana,Technology,Accessories,Wireless Mouse,1,151.35,144.12,0.102,26.48,Express,Credit Card,3.7,3,Yes
ORD100167,2023-07-13,CUST01143,Consumer,East,West Bengal,Technology,Accessories,Wireless Mouse,5,585.93,2483.81,0.152,499.97,Standard,UPI,4.5,4,No
ORD100060,2024-11-16,CUST01354,Consumer,East,Bihar,Technology,Phones,Smartphone A,3,1040.07,3211.95,0.128,374.72,Standard,UPI,4.4,3,No
ORD100612,2024-08-16,CUST01600,Small Business,East,Jharkhand,Office Supplies,Binders,Ring Binder,2,257.77,461.99,0.104,126.53,Express,UPI,4.5,2,No
ORD100531,2024-05-23,CUST01031,Corporate,South,Karnataka,Technology,Laptops,Laptop Air,7,1241.76,7854.46,0.148,889.14,Express,UPI,4.9,2,No
ORD102890,2025-01-16,CUST01243,Small Business,South,Andhra Pradesh,Technology,Phones,Smartphone B,8,492.03,3654.77,0.072,475.17,Standard,UPI,3.6,8,No
ORD100050,2023-07-22,CUST01313,Consumer,North,Punjab,Office Supplies,Paper,Notebooks,4,159.7,589.16,0.078,140.89,Standard,Net Banking,3.9,5,No
ORD101507,2025-03-16,CUST01544,Corporate,West,Maharashtra,Office Supplies,Binders,File Folder,2,67.45,121.12,0.153,25.48,Express,UPI,4.2,3,No
ORD101939,2025-11-08,CUST01348,Corporate,North,Uttar Pradesh,Furniture,Bookcases,Metal Bookcase,7,1120.27,7068.25,0.236,565.35,Standard,COD,3.9,5,No
ORD100859,2025-06-11,CUST01019,Consumer,West,Maharashtra,Technology,Laptops,Laptop Pro,7,716.26,4933.87,0.016,809.23,Standard,UPI,4.3,8,No
ORD101718,2023-08-15,CUST01511,Small Business,West,Rajasthan,Office Supplies,Paper,Premium Paper,2,636.29,1261.87,0.008,398.74,Express,UPI,4.2,2,No
ORD100049,2024-03-31,CUST01517,Consumer,South,Andhra Pradesh,Office Supplies,Stationery,Pens,4,155.05,491.56,0.252,65.69,Standard,COD,3.8,4,No
ORD100720,2025-03-16,CUST01244,Corporate,North,Haryana,Technology,Printers,Inkjet Printer,1,1898.78,1704.9,0.153,206.03,Standard,Net Banking,3.8,7,No
ORD101938,2025-07-29,CUST01090,Small Business,West,Goa,Furniture,Tables,Conference Table,1,215.4,207.32,0.038,45.66,Standard,Net Banking,3.8,7,No
ORD101300,2024-11-02,CUST01421,Consumer,East,Jharkhand,Office Supplies,Stationery,Pens,8,315.98,2511.59,0.158,554.78,Standard,UPI,3.9,6,No
ORD102259,2025-11-03,CUST01175,Consumer,North,Uttar Pradesh,Office Supplies,Paper,Notebooks,4,242.66,1061.09,0.074,231.8,Standard,Net Banking,4.4,3,No
ORD101973,2025-09-30,CUST01470,Consumer,South,Telangana,Office Supplies,Stationery,Markers,5,745.69,2524.54,0.323,313.25,Standard,Credit Card,4.1,7,No
ORD100633,2024-09-15,CUST01333,Consumer,West,Rajasthan,Office Supplies,Storage,Storage Box,7,177.02,1081.76,0.127,221.33,Standard,Credit Card,4.0,4,No
ORD101318,2024-11-16,CUST01332,Consumer,South,Karnataka,Technology,Laptops,Laptop Air,8,365.45,3024.51,0.123,487.72,Standard,UPI,2.4,7,No
ORD102958,2024-05-05,CUST01270,Small Business,West,Goa,Technology,Laptops,Laptop Air,4,738.88,2450.27,0.218,155.73,Standard,Net Banking,4.4,3,No
ORD101229,2024-06-10,CUST01324,Consumer,South,Telangana,Technology,Printers,Laser Printer,1,382.73,277.01,0.276,27.43,Standard,UPI,4.3,4,No
ORD101308,2023-03-19,CUST01424,Consumer,South,Andhra Pradesh,Furniture,Chairs,Visitor Chair,3,381.71,958.64,0.21,112.9,Standard,Net Banking,3.6,8,No
ORD100026,2025-06-22,CUST01067,Corporate,South,Karnataka,Furniture,Tables,Study Table,1,766.69,651.55,0.15,156.94,Standard,Credit Card,3.7,8,No
ORD102064,2025-10-27,CUST01440,Small Business,West,Maharashtra,Office Supplies,Stationery,Labels,3,89.56,234.84,0.259,32.19,Express,COD,3.9,1,No
ORD100220,2023-06-13,CUST01350,Corporate,South,Tamil Nadu,Furniture,Tables,Work Desk,5,470.98,1773.56,0.247,183.03,Standard,UPI,3.8,8,No
ORD102158,2024-07-08,CUST01377,Corporate,East,Bihar,Technology,Accessories,USB Hub,1,399.38,329.27,0.176,38.22,Standard,UPI,3.6,7,No
ORD100277,2024-02-05,CUST01017,Corporate,South,Telangana,Technology,Accessories,Keyboard,1,1045.69,729.53,0.302,26.31,Standard,UPI,3.8,3,No
ORD101732,2024-03-01,CUST01005,Consumer,North,Delhi,Technology,Phones,Smartphone A,3,1423.05,4381.18,0.032,733.93,Express,COD,5.0,1,No
ORD102771,2023-12-11,CUST01537,Small Business,North,Punjab,Furniture,Bookcases,Metal Bookcase,1,295.82,331.03,,78.0,Express,Credit Card,4.3,1,No
ORD102827,2025-03-20,CUST01230,Consumer,East,West Bengal,Technology,Phones,Smartphone B,1,489.2,364.76,0.297,15.07,Standard,Credit Card,4.0,6,No
ORD101011,2025-12-18,CUST01272,Corporate,North,Haryana,Office Supplies,Binders,File Folder,5,64.37,283.23,0.254,36.22,Same Day,Credit Card,4.5,1,No
ORD101030,2023-06-19,CUST01176,Corporate,North,Uttar Pradesh,Furniture,Furnishings,Curtains,2,287.82,403.86,0.298,35.32,Express,UPI,3.5,4,No
ORD102349,2025-08-26,CUST01117,Corporate,North,Uttar Pradesh,Technology,Phones,Smartphone C,4,962.17,2888.06,0.25,287.08,Express,UPI,4.2,4,No
ORD100362,2024-08-26,CUST01067,Corporate,West,Rajasthan,Furniture,Chairs,Visitor Chair,1,265.66,233.93,0.119,41.8,Standard,UPI,4.0,5,No
ORD101222,2023-05-24,CUST01121,Corporate,East,Odisha,Furniture,Chairs,Ergonomic Chair,7,321.89,1819.91,0.238,200.12,Standard,UPI,4.7,4,No
ORD101570,2025-08-10,CUST01307,Consumer,South,Telangana,Technology,Laptops,Laptop Pro,1,432.31,328.61,0.24,11.5,Standard,UPI,3.8,7,Yes
ORD102908,2023-04-10,CUST01532,Consumer,North,Uttar Pradesh,Technology,Printers,Inkjet Printer,2,795.64,1576.04,0.066,217.29,Standard,Credit Card,3.1,8,No
ORD102347,2024-05-01,CUST01453,Consumer,North,Delhi,Furniture,Bookcases,Metal Bookcase,7,1031.35,6665.3,0.129,862.61,Standard,UPI,3.6,4,No
ORD102372,2024-05-26,CUST01538,Consumer,West,Gujarat,Office Supplies,Stationery,Markers,4,160.42,454.39,0.332,33.55,Express,Net Banking,4.1,3,No
ORD102051,2025-10-28,CUST01010,Corporate,West,Goa,Furniture,Chairs,Ergonomic Chair,2,226.89,435.05,0.188,53.81,Standard,Net Banking,,3,No
ORD101767,2025-07-21,CUST01242,Corporate,West,Rajasthan,Office Supplies,Binders,Ring Binder,1,238.99,163.62,0.315,18.23,Standard,UPI,3.3,8,No
ORD101875,2025-05-22,CUST01258,Corporate,South,Tamil Nadu,Technology,Accessories,Wireless Mouse,6,359.58,1971.37,0.138,163.85,Standard,UPI,3.6,5,No
ORD101341,2025-07-26,CUST01344,Corporate,South,Karnataka,Office Supplies,Paper,Premium Paper,1,301.54,263.78,0.125,52.94,Standard,UPI,4.5,5,No
ORD102644,2025-08-28,CUST01561,Consumer,West,Maharashtra,Technology,Accessories,Keyboard,4,554.15,2005.75,0.095,337.71,Standard,Credit Card,3.9,5,No
ORD101504,2025-09-30,CUST01508,Consumer,East,Jharkhand,Office Supplies,Storage,Organizer,3,243.28,611.53,,106.48,Standard,UPI,4.1,5,No
ORD100298,2023-02-12,CUST01558,Corporate,South,Tamil Nadu,Office Supplies,Stationery,Labels,2,146.99,260.77,0.113,64.73,Standard,UPI,3.8,7,No
ORD101208,2023-10-06,CUST01521,Corporate,North,Punjab,Office Supplies,Stationery,Labels,2,391.34,683.46,0.26,96.75,Standard,Credit Card,3.2,7,No
ORD100938,2024-12-25,CUST01201,Consumer,East,Jharkhand,Technology,Phones,Smartphone A,1,424.63,432.48,0.137,56.4,Standard,UPI,3.3,4,No
ORD100241,2024-04-07,CUST01240,Consumer,East,Odisha,Technology,Accessories,Wireless Mouse,1,628.87,656.47,0.015,98.38,Standard,Credit Card,4.1,6,No
ORD101214,2024-01-19,CUST01010,Consumer,North,Haryana,Office Supplies,Binders,Ring Binder,10,116.59,1027.07,0.119,268.0,Standard,Net Banking,4.0,7,No
ORD100959,2024-10-01,CUST01432,Small Business,South,Tamil Nadu,Technology,Phones,Smartphone B,5,490.89,2815.53,0.028,502.86,Standard,Net Banking,4.0,7,No
ORD100583,2025-02-01,CUST01047,Consumer,South,Andhra Pradesh,Office Supplies,Stationery,Stapler,3,401.77,944.08,0.217,87.71,Standard,COD,3.5,6,No
ORD101989,2024-05-22,CUST01374,Small Business,East,Bihar,Technology,Printers,Inkjet Printer,1,930.75,952.92,0.034,233.07,Standard,,3.1,9,No
ORD101226,2023-01-07,CUST01223,Consumer,South,,Office Supplies,Storage,Storage Box,3,371.23,913.69,0.18,184.45,Standard,Credit Card,4.3,5,No
ORD101358,2025-05-15,CUST01022,Consumer,South,Tamil Nadu,Technology,Accessories,USB Hub,3,547.99,1731.43,0.006,251.63,Same Day,COD,4.8,1,No
ORD101846,2024-10-24,CUST01181,Consumer,North,Delhi,Furniture,Tables,Work Desk,1,272.52,240.03,0.254,13.79,Standard,Credit Card,3.2,6,No
ORD102403,2025-06-25,CUST01162,Consumer,North,Uttar Pradesh,Office Supplies,Paper,A4 Paper,3,240.98,585.69,0.19,125.5,Standard,Credit Card,4.4,3,No
ORD100351,2024-10-16,CUST01444,Corporate,North,Uttar Pradesh,Technology,Laptops,Laptop Air,3,800.2,2473.43,0.127,241.17,Express,UPI,4.3,3,No
ORD102760,2024-02-07,CUST01141,Corporate,South,Telangana,Office Supplies,Stationery,Markers,1,271.05,180.43,0.334,17.16,Standard,UPI,3.6,5,No
ORD101243,2023-01-15,CUST01440,Consumer,South,Telangana,Office Supplies,Storage,Organizer,2,96.51,173.63,0.1,39.73,Standard,Credit Card,,8,No
ORD100350,2025-05-31,CUST01108,Consumer,East,West Bengal,Office Supplies,Binders,File Folder,1,91.43,92.09,0.05,19.48,Standard,UPI,3.8,7,No
ORD102305,2025-02-28,CUST01125,Corporate,South,Karnataka,Technology,Printers,Laser Printer,3,1919.95,4845.19,0.159,321.83,Express,UPI,4.2,1,No
ORD101761,2024-10-24,CUST01088,Small Business,East,Odisha,Furniture,Bookcases,Wooden Bookcase,3,829.12,2826.65,0.037,524.51,Standard,Net Banking,4.5,6,No
ORD100644,2023-04-02,CUST01042,Corporate,North,Punjab,Furniture,Tables,Study Table,2,290.05,509.43,0.172,50.47,Standard,COD,3.6,4,No
ORD101072,2023-07-06,CUST01125,Consumer,South,Andhra Pradesh,Technology,Accessories,Wireless Mouse,4,1201.75,3783.9,0.213,450.12,Standard,UPI,3.4,8,No
ORD100945,2023-06-12,CUST01551,Consumer,East,Odisha,Technology,Accessories,Headset,5,1181.6,4335.31,0.266,285.53,Express,UPI,4.8,3,No
ORD101794,2025-11-25,CUST01333,Consumer,West,Gujarat,Technology,Phones,Smartphone B,5,801.03,4540.95,0.039,696.19,Standard,COD,3.9,5,Yes
ORD100658,2025-06-29,CUST01588,Small Business,West,Gujarat,Technology,Laptops,Business Laptop,6,712.03,3547.24,0.17,299.64,Express,Credit Card,4.5,1,No
ORD102368,2024-08-26,CUST01511,Small Business,South,Tamil Nadu,Office Supplies,Storage,Organizer,4,276.43,784.18,0.291,124.03,Same Day,Credit Card,5.0,1,No
ORD101191,2024-10-24,CUST01156,Corporate,South,Karnataka,Furniture,Chairs,Visitor Chair,4,317.44,1367.74,0.087,291.88,Standard,UPI,3.1,7,Yes
ORD101806,2024-09-02,CUST01502,Consumer,East,Odisha,Office Supplies,Storage,Filing Cabinet,3,154.64,409.72,0.117,133.86,Standard,COD,3.1,7,No
ORD102562,2023-05-04,CUST01021,Corporate,West,Rajasthan,Office Supplies,Storage,Filing Cabinet,1,284.78,233.82,0.225,39.28,Standard,Credit Card,3.8,3,No
ORD100648,2025-01-26,CUST01453,Corporate,East,Jharkhand,Technology,Phones,Smartphone C,7,177.78,1091.55,0.123,150.73,Standard,Credit Card,4.2,5,No
ORD101054,2024-01-04,CUST01540,Corporate,North,Uttar Pradesh,Technology,Accessories,USB Hub,8,341.7,2190.69,0.199,67.41,Standard,COD,3.5,7,No
ORD102187,2023-10-29,CUST01253,Consumer,North,Punjab,Office Supplies,Storage,Storage Box,6,134.88,674.42,0.294,57.39,Standard,COD,4.3,3,No
ORD101728,2024-09-13,CUST01368,Consumer,South,Tamil Nadu,Technology,Phones,Smartphone A,7,661.5,4242.85,0.084,448.53,Standard,Credit Card,4.1,5,No
ORD101094,2025-08-29,CUST01001,Small Business,South,Karnataka,Office Supplies,Binders,Ring Binder,4,240.25,852.21,0.113,201.16,Express,Net Banking,4.4,1,No
ORD100539,2025-05-15,CUST01274,Consumer,West,Goa,Office Supplies,Binders,Ring Binder,4,89.52,294.52,0.224,48.95,Standard,Net Banking,2.9,8,Yes
ORD101069,2023-11-05,CUST01202,Consumer,West,Gujarat,Furniture,Bookcases,Metal Bookcase,3,298.74,1041.11,0.016,191.96,Same Day,UPI,4.1,1,No
ORD101780,2023-05-20,CUST01090,Corporate,West,Goa,Office Supplies,Paper,Notebooks,1,175.31,157.89,0.15,18.53,Standard,Credit Card,3.9,3,No
ORD102388,2024-08-11,CUST01534,Consumer,South,Telangana,Office Supplies,Paper,Premium Paper,4,202.62,586.68,0.276,105.84,Standard,Credit Card,4.3,6,No
ORD101559,2025-05-01,CUST01132,Corporate,East,Odisha,Technology,Printers,Inkjet Printer,1,609.71,513.54,0.205,39.47,Express,UPI,4.0,2,No
ORD101510,2023-11-19,CUST01531,Corporate,West,Maharashtra,Furniture,Chairs,Ergonomic Chair,3,548.94,1403.35,0.278,95.0,Standard,,3.4,5,No
ORD101129,2023-12-28,CUST01448,Consumer,North,Punjab,Office Supplies,Storage,Filing Cabinet,1,302.47,243.82,0.317,49.14,Express,UPI,4.5,2,No
ORD100802,2024-02-03,CUST01204,Corporate,East,Odisha,Furniture,Tables,Work Desk,2,466.75,666.79,0.286,17.43,Express,Net Banking,3.7,4,No
ORD100787,2024-03-11,CUST01151,Consumer,North,Delhi,Office Supplies,Binders,Document Folder,5,361.43,1053.56,0.45,105.94,Standard,Net Banking,4.1,5,Yes
ORD102709,2024-02-19,CUST01558,Corporate,South,Karnataka,Office Supplies,Paper,Premium Paper,7,219.63,1011.81,0.342,156.82,Standard,Credit Card,4.4,3,No
ORD100141,2025-06-09,CUST01403,Corporate,South,Karnataka,Furniture,Tables,Work Desk,2,273.64,452.1,0.174,42.88,Same Day,Credit Card,4.6,1,No
ORD100789,2025-07-31,CUST01179,Consumer,South,Karnataka,Technology,Laptops,Business Laptop,2,1311.83,2211.81,0.157,211.61,Standard,Credit Card,3.9,7,No
ORD102537,2025-05-14,CUST01259,Small Business,East,Jharkhand,Office Supplies,Binders,Ring Binder,6,239.88,1288.54,0.155,303.11,Standard,Credit Card,4.1,6,No
ORD101114,2023-07-16,CUST01408,Corporate,South,Tamil Nadu,Office Supplies,Paper,A4 Paper,4,269.94,931.14,0.138,210.8,Same Day,UPI,4.4,1,No
ORD102044,2023-10-05,CUST01537,Corporate,East,Bihar,Office Supplies,Storage,Filing Cabinet,6,196.51,1015.88,0.27,168.39,Express,Credit Card,4.5,1,No
ORD100715,2024-06-25,CUST01349,Corporate,South,Andhra Pradesh,Furniture,Chairs,Ergonomic Chair,1,283.05,213.6,0.245,30.81,Standard,COD,4.7,4,No
ORD100804,2023-09-09,CUST01020,Small Business,North,Delhi,Furniture,Bookcases,Wooden Bookcase,4,695.81,1739.45,0.375,11.82,Express,COD,4.6,1,No
